activity_id,id,name,category,sector,source,source_link,source_dataset,uncertainty,year,year_released,region,region_name,description,unit_type,unit,source_lca_activity,data_quality_flags,access_type,supported_calculation_methods,factor,factor_calculation_method,factor_calculation_origin,constituent_gases,data_version,data_version_information
storage-provider_gcp-region_asia_southeast_1-type_hdd,e63aa0f3-0372-49be-a553-cea670479e24,GCP (asia-southeast-1) HDD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,SG,Singapore,Emission intensity for the HDD storage in kg CO2e per terabyte-hour for the Google Cloud Platform (gross) data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_gcp-region_asia_southeast_1-type_ssd,95530ef9-e7fb-44c8-9dbb-8321143a1ce5,GCP (asia-southeast-1) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2021,2021,SG,Singapore,Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Google Cloud Platform (gross) data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_gcp-region_asia_southeast_1-type_ssd,7654d643-f24b-4a89-8c21-547fb2dbdc75,GCP (asia-southeast-1) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,SG,Singapore,Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Google Cloud Platform (gross) data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_gcp_cfe-region_asia_southeast_1-type_hdd,f63e60ce-3f5c-4929-a7cd-d9057563af1e,GCP CFE (asia_southeast_1) HDD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,SG,Singapore,Emission intensity for the HDD storage in kg CO2e per terabyte-hour for the Google Cloud Platform (gross) data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The EF takes into account Google’s published Carbon Free Energy percentage (CFE %) in each region. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_gcp_cfe-region_asia_southeast_1-type_ssd,77e8f3c8-4ddc-45b9-b464-203270a8cf17,GCP CFE (asia_southeast_1) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,SG,Singapore,Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Google Cloud Platform (gross) data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The EF takes into account Google’s published Carbon Free Energy percentage (CFE %) in each region. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_aws-region_ap_southeast_1,e8db8982-da2e-4dbd-96c9-086c33dfcd39,AWS (ap-southeast-1) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2021,2021,SG,Singapore,Emission intensity for usage of a single CPU in kg CO2e per hour for the Amazon Web Services data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_azure-region_australia,dce9b8b0-bab2-4db4-84e6-fd420b1e8aba,AZURE (australia) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,AU,Australia,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_azure-region_australia,0ba82986-a47d-4af9-b1a3-d0723a970745,AZURE (australia) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,AU,Australia,Emission intensity for usage of a single CPU in kg CO2e per hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
networking-provider_azure-region_australia,b9eb659d-1003-4f45-ba17-6802fc0199ca,AZURE (australia) networking,Cloud Computing - Networking,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,AU,Australia,Emission intensity in kg CO2e per gigabyte of electricity used to power the internal network of the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Data,kg/GB,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_australia-type_hdd,b57685ca-881d-491f-9e98-4f7869e96ac5,AZURE (australia) HDD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,AU,Australia,Emission intensity for the HDD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_australia-type_ssd,960149df-f7a6-410d-8a0a-e985c7360b64,AZURE (australia) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,AU,Australia,Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_azure-region_india,9ab803fc-4ac0-4b50-90da-f8bfa925a6ab,AZURE (india) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,IN,India,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_azure-region_india,86f80562-f268-4a61-9991-db14d6bed604,AZURE (india) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,IN,India,Emission intensity for usage of a single CPU in kg CO2e per hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
networking-provider_azure-region_india,06959d45-cd73-4324-af72-05d8cdd9b3f7,AZURE (india) networking,Cloud Computing - Networking,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,IN,India,Emission intensity in kg CO2e per gigabyte of electricity used to power the internal network of the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Data,kg/GB,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_india-type_hdd,7bd0a237-dcde-475d-b3c4-b40c02101cc3,AZURE (india) HDD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,IN,India,Emission intensity for the HDD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_india-type_ssd,c623f849-e0a0-41f0-820b-ce2aee1412f1,AZURE (india) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,IN,India,Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_azure-region_united_arab_emirates,1a0e5fa8-9e0f-4ff6-a626-137a0a8561ce,AZURE (united_arab_emirates) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,AE,United Arab Emirates (the),Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_azure-region_united_arab_emirates_central,725a5d25-f783-47f6-a452-d1375421eb81,AZURE (united_arab_emirates_central) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,AE,United Arab Emirates (the),Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_azure-region_united_arab_emirates,e18a7cb0-9040-482b-9f5a-fda6d3042b79,AZURE (united_arab_emirates) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,AE,United Arab Emirates (the),Emission intensity for usage of a single CPU in kg CO2e per hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_azure-region_united_arab_emirates_central,1b045c1c-d00e-4c7b-a274-e8f3639d52ab,AZURE (united_arab_emirates_central) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,AE,United Arab Emirates (the),Emission intensity for usage of a single CPU in kg CO2e per hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
networking-provider_azure-region_united_arab_emirates,f1288b4b-dc42-49ad-b690-491d438fef3d,AZURE (united_arab_emirates) networking,Cloud Computing - Networking,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,AE,United Arab Emirates (the),Emission intensity in kg CO2e per gigabyte of electricity used to power the internal network of the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Data,kg/GB,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
networking-provider_azure-region_united_arab_emirates_central,dc6a6593-b5bd-49ea-ba8e-d5d4282ad261,AZURE (united_arab_emirates_central) networking,Cloud Computing - Networking,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,AE,United Arab Emirates (the),Emission intensity in kg CO2e per gigabyte of electricity used to power the internal network of the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Data,kg/GB,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_united_arab_emirates-type_hdd,4c28b91e-933f-4058-ae04-9f944b668c6d,AZURE (united_arab_emirates) HDD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,AE,United Arab Emirates (the),Emission intensity for the HDD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_united_arab_emirates-type_ssd,b6b560cb-83e3-4035-bb55-711ac2119791,AZURE (united_arab_emirates) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,AE,United Arab Emirates (the),Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_united_arab_emirates_central-type_hdd,faaadafb-facb-4644-83e9-353e54bb5de5,AZURE (united_arab_emirates_central) HDD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,AE,United Arab Emirates (the),Emission intensity for the HDD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_united_arab_emirates_central-type_ssd,4f30dd0e-8083-4bfa-afec-83021b640502,AZURE (united_arab_emirates_central) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,AE,United Arab Emirates (the),Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_azure-region_france,f20e1219-6b98-4e6c-9cea-74f9a4d26920,AZURE (france) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,FR,France,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
memory-provider_azure-region_france_south,fb62ebff-94a1-42d4-a509-12193367c4c3,AZURE (france_south) memory,Cloud Computing - Memory,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,FR,France,Emission intensity for use of cloud computing memory in kg CO2e per gigabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/GB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_azure-region_france,add2df86-845d-4a42-b655-25e503dc8791,AZURE (france) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,FR,France,Emission intensity for usage of a single CPU in kg CO2e per hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
cpu-provider_azure-region_france_south,fdc3f004-c4e9-457c-b444-8d9f2997d0b6,AZURE (france_south) CPU,Cloud Computing - CPU,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,FR,France,Emission intensity for usage of a single CPU in kg CO2e per hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. It is assumed that vCPU utilization is 50%. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,NumberOverTime,kg/CPU-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
networking-provider_azure-region_france,5710e44d-c069-46d4-8675-01813268b99d,AZURE (france) networking,Cloud Computing - Networking,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,FR,France,Emission intensity in kg CO2e per gigabyte of electricity used to power the internal network of the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Data,kg/GB,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
networking-provider_azure-region_france_south,561a51d6-87ab-47d5-b71b-ec4a26c8852f,AZURE (france_south) networking,Cloud Computing - Networking,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,FR,France,Emission intensity in kg CO2e per gigabyte of electricity used to power the internal network of the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,Data,kg/GB,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_france-type_hdd,a7a2462c-a3f3-416a-a2c5-1635df3017b6,AZURE (france) HDD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,FR,France,Emission intensity for the HDD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_france-type_ssd,f133606b-b491-42b5-b885-9fb0d8cb9513,AZURE (france) SSD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,FR,France,Emission intensity for the SSD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
storage-provider_azure-region_france_south-type_hdd,042df277-1500-481e-8da1-a3bf62d7d8c7,AZURE (france_south) HDD storage,Cloud Computing - Storage,Information and Communication,CCF,https://www.cloudcarbonfootprint.org/docs/methodology/#compute,Derived from CCF models,,2022,2022,FR,France,Emission intensity for the HDD storage in kg CO2e per terabyte-hour for the Azure data centers in the given location using the assumptions and grid emissions factors available in the source as of date accessed. The source does not clarify if the kgCO2e value is calculated using either IPCC Fourth Assessment Report (AR4) or IPCC Fifth Assessment Report (AR5) methodologies.,DataOverTime,kg/TB-hour,use_phase,['notable_methodological_variance'],public,['ar4'],,,,"{'co2e_total': None, 'co2e_other': None, 'co2': None, 'ch4': None, 'n2o': None}",{'status': 'up_to_date'},{'status': 'up_to_date'}
